hospital_id,tipo_sangre,t,demanda_bolsas
H07,AB+,84,1
H07,AB-,84,0
H08,O+,84,0
H08,O-,84,0
H08,A+,84,1
H08,A-,84,0
H08,B+,84,0
H08,B-,84,0
H08,AB+,84,0
H08,AB-,84,0
H01,O+,85,7
H01,O-,85,0
H01,A+,85,8
H01,A-,85,0
H01,B+,85,1
H01,B-,85,0
H01,AB+,85,0
H01,AB-,85,0
H02,O+,85,4
H02,O-,85,0
H02,A+,85,2
H02,A-,85,0
H02,B+,85,0
H02,B-,85,0
H02,AB+,85,0
H02,AB-,85,0
H03,O+,85,3
H03,O-,85,0
H03,A+,85,1
H03,A-,85,0
H03,B+,85,1
H03,B-,85,0
H03,AB+,85,0
H03,AB-,85,0
H04,O+,85,4
H04,O-,85,0
H04,A+,85,2
H04,A-,85,0
H04,B+,85,0
H04,B-,85,0
H04,AB+,85,0
H04,AB-,85,0
H05,O+,85,3
H05,O-,85,0
H05,A+,85,1
H05,A-,85,0
H05,B+,85,0
H05,B-,85,0
H05,AB+,85,1
H05,AB-,85,0
H06,O+,85,4
H06,O-,85,0
H06,A+,85,1
H06,A-,85,0
H06,B+,85,0
H06,B-,85,0
H06,AB+,85,0
H06,AB-,85,0
H07,O+,85,0
H07,O-,85,0
H07,A+,85,0
H07,A-,85,0
H07,B+,85,0
H07,B-,85,0
H07,AB+,85,0
H07,AB-,85,0
H08,O+,85,1
H08,O-,85,0
H08,A+,85,3
H08,A-,85,0
H08,B+,85,0
H08,B-,85,0
H08,AB+,85,0
H08,AB-,85,0
H01,O+,86,2
H01,O-,86,1
H01,A+,86,0
H01,A-,86,1
H01,B+,86,0
H01,B-,86,0
H01,AB+,86,0
H01,AB-,86,0
H02,O+,86,5
H02,O-,86,0
H02,A+,86,1
H02,A-,86,0
H02,B+,86,1
H02,B-,86,0
H02,AB+,86,1
H02,AB-,86,0
H03,O+,86,3
H03,O-,86,0
H03,A+,86,3
H03,A-,86,0
H03,B+,86,0
H03,B-,86,0
H03,AB+,86,0
H03,AB-,86,0
H04,O+,86,4
H04,O-,86,0
H04,A+,86,1
H04,A-,86,0
H04,B+,86,0
H04,B-,86,0
H04,AB+,86,0
H04,AB-,86,0
H05,O+,86,2
H05,O-,86,1
H05,A+,86,4
H05,A-,86,0
H05,B+,86,0
H05,B-,86,0
H05,AB+,86,1
H05,AB-,86,0
H06,O+,86,1
H06,O-,86,0
H06,A+,86,0
H06,A-,86,0
H06,B+,86,1
H06,B-,86,0
H06,AB+,86,1
H06,AB-,86,0
H07,O+,86,1
H07,O-,86,0
H07,A+,86,1
H07,A-,86,0
H07,B+,86,1
H07,B-,86,0
H07,AB+,86,1
H07,AB-,86,0
H08,O+,86,1
H08,O-,86,0
H08,A+,86,1
H08,A-,86,0
H08,B+,86,0
H08,B-,86,0
H08,AB+,86,0
H08,AB-,86,0
H01,O+,87,3
H01,O-,87,0
H01,A+,87,1
H01,A-,87,0
H01,B+,87,1
H01,B-,87,0
H01,AB+,87,0
H01,AB-,87,0
H02,O+,87,4
H02,O-,87,0
H02,A+,87,2
H02,A-,87,0
H02,B+,87,0
H02,B-,87,0
H02,AB+,87,0
H02,AB-,87,0
H03,O+,87,4
H03,O-,87,1
H03,A+,87,2
H03,A-,87,0
H03,B+,87,0
H03,B-,87,0
H03,AB+,87,0
H03,AB-,87,0
H04,O+,87,1
H04,O-,87,0
H04,A+,87,1
H04,A-,87,0
H04,B+,87,1
H04,B-,87,0
H04,AB+,87,0
H04,AB-,87,0
H05,O+,87,3
H05,O-,87,0
H05,A+,87,3
H05,A-,87,0
H05,B+,87,1
H05,B-,87,0
H05,AB+,87,0
H05,AB-,87,0
H06,O+,87,4
H06,O-,87,0
H06,A+,87,1
H06,A-,87,0
H06,B+,87,0
H06,B-,87,0
H06,AB+,87,0
H06,AB-,87,0
H07,O+,87,1
H07,O-,87,1
H07,A+,87,0
H07,A-,87,0
H07,B+,87,1
H07,B-,87,0
H07,AB+,87,0
H07,AB-,87,0
H08,O+,87,0
H08,O-,87,0
H08,A+,87,1
H08,A-,87,0
H08,B+,87,0
H08,B-,87,0
H08,AB+,87,0
H08,AB-,87,0
H01,O+,88,0
H01,O-,88,0
H01,A+,88,1
H01,A-,88,0
H01,B+,88,2
H01,B-,88,0
H01,AB+,88,0
H01,AB-,88,0
H02,O+,88,5
H02,O-,88,0
H02,A+,88,0
H02,A-,88,0
H02,B+,88,0
H02,B-,88,0
H02,AB+,88,0
H02,AB-,88,0
H03,O+,88,6
H03,O-,88,1
H03,A+,88,2
H03,A-,88,0
H03,B+,88,1
H03,B-,88,0
H03,AB+,88,0
H03,AB-,88,0
H04,O+,88,1
H04,O-,88,0
H04,A+,88,1
H04,A-,88,0
H04,B+,88,2
H04,B-,88,0
H04,AB+,88,0
H04,AB-,88,0
H05,O+,88,2
H05,O-,88,0
H05,A+,88,0
H05,A-,88,0
H05,B+,88,0
H05,B-,88,0
H05,AB+,88,0
H05,AB-,88,0
H06,O+,88,3
H06,O-,88,0
H06,A+,88,1
H06,A-,88,1
H06,B+,88,0
H06,B-,88,0
H06,AB+,88,1
H06,AB-,88,0
H07,O+,88,5
H07,O-,88,0
H07,A+,88,0
H07,A-,88,0
H07,B+,88,0
H07,B-,88,1
H07,AB+,88,1
H07,AB-,88,0
H08,O+,88,0
H08,O-,88,0
H08,A+,88,1
H08,A-,88,0
H08,B+,88,0
H08,B-,88,0
H08,AB+,88,0
H08,AB-,88,0
H01,O+,89,3
H01,O-,89,1
H01,A+,89,1
H01,A-,89,1
H01,B+,89,1
H01,B-,89,0
H01,AB+,89,0
H01,AB-,89,0
H02,O+,89,3
H02,O-,89,0
H02,A+,89,0
H02,A-,89,0
H02,B+,89,0
H02,B-,89,0
H02,AB+,89,0
H02,AB-,89,0
H03,O+,89,2
H03,O-,89,0
H03,A+,89,2
H03,A-,89,0
H03,B+,89,0
H03,B-,89,0
H03,AB+,89,1
H03,AB-,89,0
H04,O+,89,4
H04,O-,89,0
H04,A+,89,4
H04,A-,89,1
H04,B+,89,0
H04,B-,89,0
H04,AB+,89,0
H04,AB-,89,0
H05,O+,89,5
H05,O-,89,1
H05,A+,89,1
H05,A-,89,0
H05,B+,89,0
H05,B-,89,0
H05,AB+,89,1
H05,AB-,89,0
H06,O+,89,3
H06,O-,89,0
H06,A+,89,1
H06,A-,89,0
H06,B+,89,0
H06,B-,89,0
H06,AB+,89,0
H06,AB-,89,0
H07,O+,89,1
H07,O-,89,0
H07,A+,89,3
H07,A-,89,0
H07,B+,89,0
H07,B-,89,0
H07,AB+,89,0
H07,AB-,89,0
H08,O+,89,2
H08,O-,89,1
H08,A+,89,1
H08,A-,89,0
H08,B+,89,0
H08,B-,89,0
H08,AB+,89,0
H08,AB-,89,0
H01,O+,90,6
H01,O-,90,0
H01,A+,90,1
H01,A-,90,0
H01,B+,90,0
H01,B-,90,0
H01,AB+,90,0
H01,AB-,90,0
H02,O+,90,1
H02,O-,90,0
H02,A+,90,5
H02,A-,90,0
H02,B+,90,1
H02,B-,90,0
H02,AB+,90,0
H02,AB-,90,0
H03,O+,90,4
H03,O-,90,0
H03,A+,90,1
H03,A-,90,0
H03,B+,90,2
H03,B-,90,0
H03,AB+,90,0
H03,AB-,90,0
H04,O+,90,2
H04,O-,90,0
H04,A+,90,1
H04,A-,90,0
H04,B+,90,1
H04,B-,90,0
H04,AB+,90,0
H04,AB-,90,0
H05,O+,90,3
H05,O-,90,0
H05,A+,90,2
H05,A-,90,0
H05,B+,90,0
H05,B-,90,0
H05,AB+,90,0
H05,AB-,90,0
H06,O+,90,2
H06,O-,90,0
H06,A+,90,3
H06,A-,90,0
H06,B+,90,0
H06,B-,90,0
H06,AB+,90,0
H06,AB-,90,0
H07,O+,90,2
H07,O-,90,0
H07,A+,90,1
H07,A-,90,0
H07,B+,90,0
H07,B-,90,0
H07,AB+,90,0
H07,AB-,90,0
H08,O+,90,2
H08,O-,90,0
H08,A+,90,1
H08,A-,90,0
H08,B+,90,0
H08,B-,90,0
H08,AB+,90,0
H08,AB-,90,0
H01,O+,91,5
H01,O-,91,0
H01,A+,91,2
H01,A-,91,0
H01,B+,91,1
H01,B-,91,0
H01,AB+,91,1
H01,AB-,91,0
H02,O+,91,2
H02,O-,91,0
H02,A+,91,0
H02,A-,91,0
H02,B+,91,0
H02,B-,91,0
H02,AB+,91,1
H02,AB-,91,0
H03,O+,91,1
H03,O-,91,0
H03,A+,91,4
H03,A-,91,0
H03,B+,91,0
H03,B-,91,0
H03,AB+,91,0
H03,AB-,91,1
H04,O+,91,5
H04,O-,91,0
H04,A+,91,3
H04,A-,91,0
H04,B+,91,0
H04,B-,91,0
H04,AB+,91,1
H04,AB-,91,0
H05,O+,91,1
H05,O-,91,1
H05,A+,91,1
H05,A-,91,0
H05,B+,91,0
H05,B-,91,0
H05,AB+,91,0
H05,AB-,91,0
H06,O+,91,0
H06,O-,91,1
H06,A+,91,0
H06,A-,91,0
H06,B+,91,0
H06,B-,91,0
H06,AB+,91,0
H06,AB-,91,0
H07,O+,91,5
H07,O-,91,0
H07,A+,91,1
H07,A-,91,0
H07,B+,91,1
H07,B-,91,0
H07,AB+,91,1
H07,AB-,91,0
H08,O+,91,1
H08,O-,91,0
H08,A+,91,1
H08,A-,91,0
H08,B+,91,1
H08,B-,91,0
H08,AB+,91,0
H08,AB-,91,0
H01,O+,92,6
H01,O-,92,0
H01,A+,92,3
H01,A-,92,1
H01,B+,92,0
H01,B-,92,0
H01,AB+,92,0
H01,AB-,92,0
H02,O+,92,4
H02,O-,92,0
H02,A+,92,1
H02,A-,92,0
H02,B+,92,1
H02,B-,92,0
H02,AB+,92,0
H02,AB-,92,0
H03,O+,92,4
H03,O-,92,0
H03,A+,92,2
H03,A-,92,1
H03,B+,92,1
H03,B-,92,0
H03,AB+,92,0
H03,AB-,92,0
H04,O+,92,4
H04,O-,92,0
H04,A+,92,0
H04,A-,92,0
H04,B+,92,0
H04,B-,92,0
H04,AB+,92,0
H04,AB-,92,0
H05,O+,92,3
H05,O-,92,1
H05,A+,92,0
H05,A-,92,0
H05,B+,92,1
H05,B-,92,0
H05,AB+,92,0
H05,AB-,92,0
H06,O+,92,1
H06,O-,92,0
H06,A+,92,0
H06,A-,92,0
H06,B+,92,0
H06,B-,92,0
H06,AB+,92,0
H06,AB-,92,0
H07,O+,92,1
H07,O-,92,0
H07,A+,92,2
H07,A-,92,0
H07,B+,92,0
H07,B-,92,0
H07,AB+,92,0
H07,AB-,92,0
H08,O+,92,1
H08,O-,92,0
H08,A+,92,3
H08,A-,92,0
H08,B+,92,0
H08,B-,92,0
H08,AB+,92,0
H08,AB-,92,0
H01,O+,93,1
H01,O-,93,0
H01,A+,93,4
H01,A-,93,0
H01,B+,93,2
H01,B-,93,0
H01,AB+,93,0
H01,AB-,93,0
H02,O+,93,5
H02,O-,93,0
H02,A+,93,3
H02,A-,93,0
H02,B+,93,2
H02,B-,93,0
H02,AB+,93,1
H02,AB-,93,0
H03,O+,93,2
H03,O-,93,0
H03,A+,93,1
H03,A-,93,0
H03,B+,93,0
H03,B-,93,0
H03,AB+,93,1
H03,AB-,93,0
H04,O+,93,1
H04,O-,93,0
H04,A+,93,1
H04,A-,93,0
H04,B+,93,1
H04,B-,93,0
H04,AB+,93,0
H04,AB-,93,0
H05,O+,93,4
H05,O-,93,0
H05,A+,93,2
H05,A-,93,0
H05,B+,93,0
H05,B-,93,0
H05,AB+,93,0
H05,AB-,93,0
H06,O+,93,2
H06,O-,93,1
H06,A+,93,1
H06,A-,93,0
H06,B+,93,0
H06,B-,93,0
H06,AB+,93,0
H06,AB-,93,0
H07,O+,93,0
H07,O-,93,1
H07,A+,93,0
H07,A-,93,0
H07,B+,93,1
H07,B-,93,0
H07,AB+,93,0
H07,AB-,93,0
H08,O+,93,2
H08,O-,93,0
H08,A+,93,1
H08,A-,93,0
H08,B+,93,1
H08,B-,93,0
H08,AB+,93,0
H08,AB-,93,1
H01,O+,94,3
H01,O-,94,1
H01,A+,94,2
H01,A-,94,0
H01,B+,94,1
H01,B-,94,0
H01,AB+,94,0
H01,AB-,94,0
H02,O+,94,5
H02,O-,94,0
H02,A+,94,1
H02,A-,94,0
H02,B+,94,0
H02,B-,94,0
H02,AB+,94,0
H02,AB-,94,0
H03,O+,94,1
H03,O-,94,0
H03,A+,94,0
H03,A-,94,0
H03,B+,94,0
H03,B-,94,0
H03,AB+,94,0
H03,AB-,94,0
H04,O+,94,2
H04,O-,94,0
H04,A+,94,2
H04,A-,94,0
H04,B+,94,1
H04,B-,94,0
H04,AB+,94,0
H04,AB-,94,0
H05,O+,94,4
H05,O-,94,0
H05,A+,94,1
H05,A-,94,0
H05,B+,94,1
H05,B-,94,0
H05,AB+,94,0
H05,AB-,94,0
H06,O+,94,0
H06,O-,94,0
H06,A+,94,2
H06,A-,94,0
H06,B+,94,0
H06,B-,94,0
H06,AB+,94,0
H06,AB-,94,0
H07,O+,94,1
H07,O-,94,0
H07,A+,94,2
H07,A-,94,0
H07,B+,94,0
H07,B-,94,0
H07,AB+,94,0
H07,AB-,94,0
H08,O+,94,3
H08,O-,94,0
H08,A+,94,0
H08,A-,94,0
H08,B+,94,0
H08,B-,94,0
H08,AB+,94,0
H08,AB-,94,0
H01,O+,95,5
H01,O-,95,0
H01,A+,95,2
H01,A-,95,0
H01,B+,95,1
H01,B-,95,0
H01,AB+,95,0
H01,AB-,95,0
H02,O+,95,5
H02,O-,95,0
H02,A+,95,1
H02,A-,95,0
H02,B+,95,1
H02,B-,95,0
H02,AB+,95,1
H02,AB-,95,0
H03,O+,95,3
H03,O-,95,0
H03,A+,95,1
H03,A-,95,0
H03,B+,95,0
H03,B-,95,0
H03,AB+,95,0
H03,AB-,95,0
H04,O+,95,2
H04,O-,95,0
H04,A+,95,2
H04,A-,95,0
H04,B+,95,0
H04,B-,95,0
H04,AB+,95,0
H04,AB-,95,0
H05,O+,95,1
H05,O-,95,1
H05,A+,95,2
H05,A-,95,0
H05,B+,95,0
H05,B-,95,0
H05,AB+,95,0
H05,AB-,95,0
H06,O+,95,1
H06,O-,95,0
H06,A+,95,0
H06,A-,95,0
H06,B+,95,1
H06,B-,95,0
H06,AB+,95,0
H06,AB-,95,0
H07,O+,95,1
H07,O-,95,0
H07,A+,95,0
H07,A-,95,0
H07,B+,95,0
H07,B-,95,0
H07,AB+,95,0
H07,AB-,95,0
H08,O+,95,2
H08,O-,95,0
H08,A+,95,0
H08,A-,95,0
H08,B+,95,1
H08,B-,95,0
H08,AB+,95,0
H08,AB-,95,0
H01,O+,96,5
H01,O-,96,0
H01,A+,96,4
H01,A-,96,0
H01,B+,96,1
H01,B-,96,0
H01,AB+,96,1
H01,AB-,96,0
H02,O+,96,6
H02,O-,96,0
H02,A+,96,0
H02,A-,96,1
H02,B+,96,0
H02,B-,96,0
H02,AB+,96,0
H02,AB-,96,0
H03,O+,96,5
H03,O-,96,0
H03,A+,96,3
H03,A-,96,0
H03,B+,96,0
H03,B-,96,0
H03,AB+,96,0
H03,AB-,96,0
H04,O+,96,3
H04,O-,96,0
H04,A+,96,1
H04,A-,96,0
H04,B+,96,1
H04,B-,96,0
H04,AB+,96,0
H04,AB-,96,0
H05,O+,96,1
H05,O-,96,0
H05,A+,96,2
H05,A-,96,0
H05,B+,96,0
H05,B-,96,0
H05,AB+,96,0
H05,AB-,96,0
H06,O+,96,3
H06,O-,96,0
H06,A+,96,2
H06,A-,96,0
H06,B+,96,0
H06,B-,96,0
H06,AB+,96,0
H06,AB-,96,0
H07,O+,96,1
H07,O-,96,0
H07,A+,96,1
H07,A-,96,0
H07,B+,96,1
H07,B-,96,0
H07,AB+,96,0
H07,AB-,96,0
H08,O+,96,2
H08,O-,96,0
H08,A+,96,0
H08,A-,96,0
H08,B+,96,1
H08,B-,96,0
H08,AB+,96,0
H08,AB-,96,0
H01,O+,97,5
H01,O-,97,0
H01,A+,97,6
H01,A-,97,0
H01,B+,97,1
H01,B-,97,0
H01,AB+,97,0
H01,AB-,97,0
H02,O+,97,2
H02,O-,97,0
H02,A+,97,1
H02,A-,97,0
H02,B+,97,1
H02,B-,97,0
H02,AB+,97,0
H02,AB-,97,0
H03,O+,97,2
H03,O-,97,0
H03,A+,97,2
H03,A-,97,0
H03,B+,97,0
H03,B-,97,1
H03,AB+,97,0
H03,AB-,97,0
H04,O+,97,2
H04,O-,97,0
H04,A+,97,1
H04,A-,97,0
H04,B+,97,0
H04,B-,97,0
H04,AB+,97,0
H04,AB-,97,0
H05,O+,97,0
H05,O-,97,0
H05,A+,97,0
H05,A-,97,0
H05,B+,97,0
H05,B-,97,0
H05,AB+,97,0
H05,AB-,97,0
H06,O+,97,3
H06,O-,97,0
H06,A+,97,1
H06,A-,97,0
H06,B+,97,0
H06,B-,97,0
H06,AB+,97,1
H06,AB-,97,0
H07,O+,97,2
H07,O-,97,0
H07,A+,97,3
H07,A-,97,0
H07,B+,97,1
H07,B-,97,0
H07,AB+,97,0
H07,AB-,97,0
H08,O+,97,3
H08,O-,97,0
H08,A+,97,1
H08,A-,97,0
H08,B+,97,0
H08,B-,97,0
H08,AB+,97,0
H08,AB-,97,0
H01,O+,98,3
H01,O-,98,0
H01,A+,98,3
H01,A-,98,0
H01,B+,98,0
H01,B-,98,0
H01,AB+,98,0
H01,AB-,98,0
H02,O+,98,4
H02,O-,98,0
H02,A+,98,4
H02,A-,98,0
H02,B+,98,1
H02,B-,98,0
H02,AB+,98,0
H02,AB-,98,1
H03,O+,98,2
H03,O-,98,1
H03,A+,98,2
H03,A-,98,0
H03,B+,98,0
H03,B-,98,0
H03,AB+,98,0
H03,AB-,98,0
H04,O+,98,3
H04,O-,98,0
H04,A+,98,1
H04,A-,98,0
H04,B+,98,0
H04,B-,98,0
H04,AB+,98,0
H04,AB-,98,0
H05,O+,98,0
H05,O-,98,0
H05,A+,98,1
H05,A-,98,0
H05,B+,98,0
H05,B-,98,0
H05,AB+,98,0
H05,AB-,98,0
H06,O+,98,1
H06,O-,98,0
H06,A+,98,2
H06,A-,98,0
H06,B+,98,1
H06,B-,98,0
H06,AB+,98,0
H06,AB-,98,0
H07,O+,98,5
H07,O-,98,0
H07,A+,98,0
H07,A-,98,0
H07,B+,98,0
H07,B-,98,0
H07,AB+,98,0
H07,AB-,98,0
H08,O+,98,1
H08,O-,98,0
H08,A+,98,0
H08,A-,98,0
H08,B+,98,0
H08,B-,98,0
H08,AB+,98,0
H08,AB-,98,0
H01,O+,99,4
H01,O-,99,0
H01,A+,99,2
H01,A-,99,1
H01,B+,99,1
H01,B-,99,0
H01,AB+,99,0
H01,AB-,99,0
H02,O+,99,3
H02,O-,99,0
H02,A+,99,7
H02,A-,99,0
H02,B+,99,2
H02,B-,99,0
H02,AB+,99,0
H02,AB-,99,0
H03,O+,99,2
H03,O-,99,0
H03,A+,99,0
H03,A-,99,0
H03,B+,99,0
H03,B-,99,0
H03,AB+,99,0
H03,AB-,99,0
H04,O+,99,4
H04,O-,99,1
H04,A+,99,2
H04,A-,99,0
H04,B+,99,0
H04,B-,99,0
H04,AB+,99,0
H04,AB-,99,0
H05,O+,99,0
H05,O-,99,0
H05,A+,99,1
H05,A-,99,1
H05,B+,99,1
H05,B-,99,0
H05,AB+,99,1
H05,AB-,99,0
H06,O+,99,0
H06,O-,99,0
H06,A+,99,1
H06,A-,99,0
H06,B+,99,0
H06,B-,99,0
H06,AB+,99,0
H06,AB-,99,0
H07,O+,99,2
H07,O-,99,0
H07,A+,99,2
H07,A-,99,0
H07,B+,99,0
H07,B-,99,0
H07,AB+,99,0
H07,AB-,99,0
H08,O+,99,2
H08,O-,99,0
H08,A+,99,0
H08,A-,99,0
H08,B+,99,0
H08,B-,99,0
H08,AB+,99,0
H08,AB-,99,0
H01,O+,100,5
H01,O-,100,0
H01,A+,100,3
H01,A-,100,0
H01,B+,100,1
H01,B-,100,0
H01,AB+,100,0
H01,AB-,100,0
H02,O+,100,2
H02,O-,100,1
H02,A+,100,2
H02,A-,100,0
H02,B+,100,1
H02,B-,100,0
H02,AB+,100,0
H02,AB-,100,0
H03,O+,100,5
H03,O-,100,0
H03,A+,100,2
H03,A-,100,1
H03,B+,100,1
H03,B-,100,0
H03,AB+,100,0
H03,AB-,100,0
H04,O+,100,5
H04,O-,100,0
H04,A+,100,2
H04,A-,100,0
H04,B+,100,1
H04,B-,100,0
H04,AB+,100,0
H04,AB-,100,0
H05,O+,100,0
H05,O-,100,1
H05,A+,100,2
H05,A-,100,0
H05,B+,100,0
H05,B-,100,0
H05,AB+,100,0
H05,AB-,100,0
H06,O+,100,2
H06,O-,100,0
H06,A+,100,0
H06,A-,100,0
H06,B+,100,0
H06,B-,100,0
H06,AB+,100,0
H06,AB-,100,0
H07,O+,100,2
H07,O-,100,0
H07,A+,100,2
H07,A-,100,0
H07,B+,100,0
H07,B-,100,0
H07,AB+,100,0
H07,AB-,100,0
H08,O+,100,2
H08,O-,100,0
H08,A+,100,1
H08,A-,100,0
H08,B+,100,0
H08,B-,100,1
H08,AB+,100,0
H08,AB-,100,0
H01,O+,101,6
H01,O-,101,0
H01,A+,101,2
H01,A-,101,0
H01,B+,101,1
H01,B-,101,0
H01,AB+,101,0
H01,AB-,101,0
H02,O+,101,4
H02,O-,101,0
H02,A+,101,3
H02,A-,101,0
H02,B+,101,0
H02,B-,101,0
H02,AB+,101,1
H02,AB-,101,0
H03,O+,101,3
H03,O-,101,0
H03,A+,101,0
H03,A-,101,0
H03,B+,101,0
H03,B-,101,0
H03,AB+,101,1
H03,AB-,101,0
H04,O+,101,2
H04,O-,101,0
H04,A+,101,1
H04,A-,101,0
H04,B+,101,0
H04,B-,101,0
H04,AB+,101,0
H04,AB-,101,0
H05,O+,101,6
H05,O-,101,0
H05,A+,101,3
H05,A-,101,0
H05,B+,101,0
H05,B-,101,0
H05,AB+,101,0
H05,AB-,101,0
H06,O+,101,3
H06,O-,101,0
H06,A+,101,1
H06,A-,101,0
H06,B+,101,0
H06,B-,101,0
H06,AB+,101,0
H06,AB-,101,0
H07,O+,101,2
H07,O-,101,0
H07,A+,101,4
H07,A-,101,0
H07,B+,101,0
H07,B-,101,0
H07,AB+,101,1
H07,AB-,101,0
H08,O+,101,3
H08,O-,101,0
H08,A+,101,0
H08,A-,101,0
H08,B+,101,1
H08,B-,101,0
H08,AB+,101,0
H08,AB-,101,0
H01,O+,102,2
H01,O-,102,0
H01,A+,102,2
H01,A-,102,0
H01,B+,102,1
H01,B-,102,0
H01,AB+,102,0
H01,AB-,102,0
H02,O+,102,2
H02,O-,102,0
H02,A+,102,1
H02,A-,102,0
H02,B+,102,0
H02,B-,102,0
H02,AB+,102,0
H02,AB-,102,0
H03,O+,102,3
H03,O-,102,0
H03,A+,102,1
H03,A-,102,0
H03,B+,102,0
H03,B-,102,0
H03,AB+,102,0
H03,AB-,102,0
H04,O+,102,2
H04,O-,102,1
H04,A+,102,2
H04,A-,102,0
H04,B+,102,0
H04,B-,102,0
H04,AB+,102,0
H04,AB-,102,0
H05,O+,102,1
H05,O-,102,0
H05,A+,102,1
H05,A-,102,0
H05,B+,102,1
H05,B-,102,0
H05,AB+,102,0
H05,AB-,102,0
H06,O+,102,1
H06,O-,102,0
H06,A+,102,1
H06,A-,102,0
H06,B+,102,0
H06,B-,102,0
H06,AB+,102,0
H06,AB-,102,0
H07,O+,102,2
H07,O-,102,0
H07,A+,102,0
H07,A-,102,0
H07,B+,102,1
H07,B-,102,0
H07,AB+,102,0
H07,AB-,102,0
H08,O+,102,5
H08,O-,102,0
H08,A+,102,0
H08,A-,102,0
H08,B+,102,1
H08,B-,102,0
H08,AB+,102,0
H08,AB-,102,0
H01,O+,103,5
H01,O-,103,0
H01,A+,103,5
H01,A-,103,0
H01,B+,103,0
H01,B-,103,0
H01,AB+,103,0
H01,AB-,103,0
H02,O+,103,5
H02,O-,103,0
H02,A+,103,2
H02,A-,103,0
H02,B+,103,0
H02,B-,103,0
H02,AB+,103,1
H02,AB-,103,0
H03,O+,103,3
H03,O-,103,0
H03,A+,103,1
H03,A-,103,0
H03,B+,103,3
H03,B-,103,0
H03,AB+,103,0
H03,AB-,103,0
H04,O+,103,4
H04,O-,103,0
H04,A+,103,2
H04,A-,103,0
H04,B+,103,0
H04,B-,103,0
H04,AB+,103,0
H04,AB-,103,0
H05,O+,103,3
H05,O-,103,0
H05,A+,103,2
H05,A-,103,0
H05,B+,103,0
H05,B-,103,0
H05,AB+,103,0
H05,AB-,103,0
H06,O+,103,5
H06,O-,103,0
H06,A+,103,0
H06,A-,103,0
H06,B+,103,0
H06,B-,103,0
H06,AB+,103,0
H06,AB-,103,0
H07,O+,103,3
H07,O-,103,1
H07,A+,103,0
H07,A-,103,0
H07,B+,103,0
H07,B-,103,0
H07,AB+,103,1
H07,AB-,103,0
H08,O+,103,0
H08,O-,103,0
H08,A+,103,0
H08,A-,103,0
H08,B+,103,0
H08,B-,103,0
H08,AB+,103,0
H08,AB-,103,0
H01,O+,104,6
H01,O-,104,0
H01,A+,104,4
H01,A-,104,0
H01,B+,104,1
H01,B-,104,0
H01,AB+,104,0
H01,AB-,104,0
H02,O+,104,4
H02,O-,104,1
H02,A+,104,2
H02,A-,104,0
H02,B+,104,0
H02,B-,104,0
H02,AB+,104,1
H02,AB-,104,0
H03,O+,104,4
H03,O-,104,0
H03,A+,104,3
H03,A-,104,0
H03,B+,104,1
H03,B-,104,0
H03,AB+,104,0
H03,AB-,104,0
H04,O+,104,4
H04,O-,104,0
H04,A+,104,2
H04,A-,104,0
H04,B+,104,2
H04,B-,104,0
H04,AB+,104,0
H04,AB-,104,0
H05,O+,104,2
H05,O-,104,0
H05,A+,104,3
H05,A-,104,0
H05,B+,104,1
H05,B-,104,0
H05,AB+,104,0
H05,AB-,104,0
H06,O+,104,2
H06,O-,104,0
H06,A+,104,0
H06,A-,104,0
H06,B+,104,1
H06,B-,104,0
H06,AB+,104,0
H06,AB-,104,0
H07,O+,104,2
H07,O-,104,0
H07,A+,104,0
H07,A-,104,0
H07,B+,104,0
H07,B-,104,0
H07,AB+,104,0
H07,AB-,104,0
H08,O+,104,1
H08,O-,104,0
H08,A+,104,2
H08,A-,104,0
H08,B+,104,0
H08,B-,104,0
H08,AB+,104,0
H08,AB-,104,0
H01,O+,105,3
H01,O-,105,0
H01,A+,105,4
H01,A-,105,0
H01,B+,105,1
H01,B-,105,0
H01,AB+,105,0
H01,AB-,105,0
H02,O+,105,3
H02,O-,105,0
H02,A+,105,2
H02,A-,105,0
H02,B+,105,0
H02,B-,105,0
H02,AB+,105,0
H02,AB-,105,0
H03,O+,105,4
H03,O-,105,1
H03,A+,105,2
H03,A-,105,0
H03,B+,105,1
H03,B-,105,0
H03,AB+,105,0
H03,AB-,105,0
H04,O+,105,4
H04,O-,105,1
H04,A+,105,1
H04,A-,105,0
H04,B+,105,0
H04,B-,105,0
H04,AB+,105,0
H04,AB-,105,0
H05,O+,105,1
H05,O-,105,0
H05,A+,105,1
H05,A-,105,0
H05,B+,105,0
H05,B-,105,0
H05,AB+,105,1
H05,AB-,105,0
H06,O+,105,1
H06,O-,105,0
H06,A+,105,2
H06,A-,105,0
H06,B+,105,1
H06,B-,105,0
H06,AB+,105,0
H06,AB-,105,0
H07,O+,105,3
H07,O-,105,0
H07,A+,105,1
H07,A-,105,0
H07,B+,105,1
H07,B-,105,0
H07,AB+,105,0
H07,AB-,105,0
H08,O+,105,2
H08,O-,105,0
H08,A+,105,2
H08,A-,105,0
H08,B+,105,1
H08,B-,105,0
H08,AB+,105,0
H08,AB-,105,0
H01,O+,106,2
H01,O-,106,0
H01,A+,106,6
H01,A-,106,0
H01,B+,106,0
H01,B-,106,0
H01,AB+,106,0
H01,AB-,106,0
H02,O+,106,6
