"g","t","value"
"B-","94","1"
"B-","95","1"
"B-","96","1"
"B-","97","1"
"B-","98","1"
"B-","99","1"
"B-","100","1"
"B-","101","1"
"B-","102","1"
"B-","103","1"
"B-","104","1"
"B-","105","1"
"B-","106","1"
"B-","107","1"
"B-","108","1"
"B-","109","1"
"B-","110","1"
"B-","111","1"
"B-","112","1"
"B-","113","1"
"B-","114","1"
"B-","115","1"
"B-","116","1"
"B-","117","1"
"B-","118","1"
"B-","119","1"
"B-","120","1"
"B-","121","1"
"B-","122","1"
"B-","123","1"
"B-","124","1"
"B-","125","1"
"B-","126","1"
"B-","127","1"
"B-","128","1"
"B-","129","1"
"B-","130","1"
"B-","131","1"
"B-","132","1"
"B-","133","1"
"B-","134","1"
"B-","135","1"
"B-","136","1"
"B-","137","1"
"B-","138","1"
"B-","139","1"
"B-","140","1"
"B-","141","1"
"B-","142","1"
"B-","143","1"
"B-","144","1"
"B-","145","1"
"B-","146","1"
"B-","147","1"
"B-","148","1"
"B-","149","1"
"B-","150","1"
"B-","151","1"
"B-","152","1"
"B-","153","1"
"B-","154","1"
"B-","155","1"
"B-","156","1"
"B-","157","1"
"B-","158","1"
"B-","159","1"
"B-","160","1"
"B-","161","1"
"B-","162","1"
"B-","163","1"
"B-","164","1"
"B-","165","1"
"B-","166","1"
"B-","167","1"
"B-","168","1"
"B-","169","1"
"B-","170","1"
"B-","171","1"
"B-","172","1"
"B-","173","1"
"B-","174","1"
"B-","175","1"
"B-","176","1"
"B-","177","1"
"B-","178","1"
"B-","179","1"
"B-","180","1"
"B-","181","1"
"B-","182","1"
"B-","183","1"
"B-","184","1"
"B-","185","1"
"B-","186","1"
"B-","187","1"
"B-","188","1"
"B-","189","1"
"B-","190","1"
"B-","191","1"
"B-","192","1"
"B-","193","1"
"B-","194","1"
"B-","195","1"
"B-","196","1"
"B-","197","1"
"B-","198","1"
"B-","199","1"
"B-","200","1"
"B-","201","1"
"B-","202","1"
"B-","203","1"
"B-","204","1"
"B-","205","1"
"B-","206","1"
"B-","207","1"
"B-","208","1"
"B-","209","1"
"B-","210","1"
"B-","211","1"
"B-","212","1"
"B-","213","1"
"B-","214","1"
"B-","215","1"
"B-","216","1"
"B-","217","1"
"B-","218","1"
"B-","219","1"
"B-","220","1"
"B-","221","1"
"B-","222","1"
"B-","223","1"
"B-","224","1"
"B-","225","1"
"B-","226","1"
"B-","227","1"
"B-","228","1"
"B-","229","1"
"B-","230","1"
"B-","231","1"
"B-","232","1"
"B-","233","1"
"B-","234","1"
"B-","235","1"
"B-","236","1"
"B-","237","1"
"B-","238","1"
"B-","239","1"
"B-","240","1"
"B-","241","1"
"B-","242","1"
"B-","243","1"
"B-","244","1"
"B-","245","1"
"B-","246","1"
"B-","247","1"
"B-","248","1"
"B-","249","1"
"B-","250","1"
"B-","251","1"
"B-","252","1"
"B-","253","1"
"B-","254","1"
"B-","255","1"
"B-","256","1"
"B-","257","1"
"B-","258","1"
"B-","259","1"
"B-","260","1"
"B-","261","1"
"B-","262","1"
"B-","263","1"
"B-","264","1"
"B-","265","1"
"B-","266","1"
"B-","267","1"
"B-","268","1"
"B-","269","1"
"B-","270","1"
"B-","271","1"
"B-","272","1"
"B-","273","1"
"B-","274","1"
"B-","275","1"
"B-","276","1"
"B-","277","1"
"B-","278","1"
"B-","279","1"
"B-","280","1"
"B-","281","1"
"B-","282","1"
"B-","283","1"
"B-","284","1"
"B-","285","1"
"B-","286","1"
"B-","287","1"
"B-","288","1"
"B-","289","1"
"B-","290","1"
"B-","291","1"
"B-","292","1"
"B-","293","1"
"B-","294","1"
"B-","295","1"
"B-","296","1"
"B-","297","1"
"B-","298","1"
"B-","299","1"
"B-","300","1"
"B-","301","1"
"B-","302","1"
"B-","303","1"
"B-","304","1"
"B-","305","1"
"B-","306","1"
"B-","307","1"
"B-","308","1"
"B-","309","1"
"B-","310","1"
"B-","311","1"
"B-","312","1"
"B-","313","1"
"B-","314","1"
"B-","315","1"
"B-","316","1"
"B-","317","1"
"B-","318","1"
"B-","319","1"
"B-","320","1"
"B-","321","1"
"B-","322","1"
"B-","323","1"
"B-","324","1"
"B-","325","1"
"B-","326","1"
"B-","327","1"
"B-","328","1"
"B-","329","1"
"B-","330","1"
"B-","331","1"
"B-","332","1"
"B-","333","1"
"B-","334","1"
"B-","335","1"
"B-","336","1"
"B-","337","1"
"B-","338","1"
"B-","339","1"
"B-","340","1"
"B-","341","1"
"B-","342","1"
"B-","343","1"
"B-","344","1"
"B-","345","1"
"B-","346","1"
"B-","347","1"
"B-","348","1"
"B-","349","1"
"B-","350","1"
"B-","351","1"
"B-","352","1"
"B-","353","1"
"B-","354","1"
"B-","355","1"
"B-","356","1"
"B-","357","1"
"B-","358","1"
"B-","359","1"
"B-","360","1"
"B-","361","1"
"B-","362","1"
"B-","363","1"
"B-","364","1"
"B-","365","1"
"B+","1","6"
"B+","2","6"
"B+","3","6"
"B+","4","6"
"B+","5","6"
"B+","6","5"
"B+","7","5"
"B+","8","6"
"B+","9","6"
"B+","10","6"
"B+","11","5"
"B+","12","5"
"B+","13","5"
"B+","14","5"
"B+","15","6"
"B+","16","6"
"B+","17","6"
"B+","18","6"
"B+","19","6"
"B+","20","5"
"B+","21","5"
"B+","22","6"
"B+","23","6"
"B+","24","6"
"B+","25","5"
"B+","26","5"
"B+","27","5"
"B+","28","5"
"B+","29","6"
"B+","30","6"
"B+","31","6"
"B+","32","6"
"B+","33","6"
"B+","34","5"
"B+","35","5"
"B+","36","6"
"B+","37","6"
"B+","38","6"
"B+","39","5"
"B+","40","5"
"B+","41","5"
"B+","42","5"
"B+","43","6"
"B+","44","6"
"B+","45","6"
"B+","46","6"
"B+","47","6"
"B+","48","5"
"B+","49","5"
"B+","50","6"
"B+","51","6"
"B+","52","6"
"B+","53","5"
"B+","54","5"
"B+","55","5"
"B+","56","5"
"B+","57","6"
"B+","58","6"
"B+","59","6"
"B+","60","6"
"B+","61","6"
"B+","62","5"
"B+","63","5"
"B+","64","6"
"B+","65","6"
"B+","66","6"
"B+","67","5"
"B+","68","5"
"B+","69","5"
"B+","70","5"
"B+","71","6"
"B+","72","6"
"B+","73","6"
"B+","74","6"
"B+","75","6"
"B+","76","5"
"B+","77","5"
"B+","78","6"
"B+","79","6"
"B+","80","6"
"B+","81","5"
"B+","82","5"
"B+","83","5"
"B+","84","5"
"B+","85","6"
"B+","86","6"
"B+","87","6"
"B+","88","6"
"B+","89","6"
"B+","90","5"
"B+","91","5"
"B+","92","6"
"B+","93","6"
"B+","94","6"
"B+","95","5"
"B+","96","5"
"B+","97","5"
"B+","98","5"
"B+","99","6"
"B+","100","6"
"B+","101","6"
"B+","102","6"
"B+","103","6"
"B+","104","5"
"B+","105","5"
"B+","106","6"
"B+","107","6"
"B+","108","6"
"B+","109","5"
"B+","110","5"
"B+","111","5"
"B+","112","5"
"B+","113","6"
"B+","114","6"
"B+","115","6"
"B+","116","6"
"B+","117","6"
"B+","118","5"
"B+","119","5"
"B+","120","6"
"B+","121","6"
"B+","122","6"
"B+","123","5"
"B+","124","5"
"B+","125","5"
"B+","126","5"
"B+","127","6"
"B+","128","6"
"B+","129","6"
"B+","130","6"
"B+","131","6"
"B+","132","5"
"B+","133","5"
"B+","134","6"
"B+","135","6"
"B+","136","6"
"B+","137","5"
"B+","138","5"
"B+","139","5"
"B+","140","5"
"B+","141","6"
"B+","142","6"
"B+","143","6"
"B+","144","6"
"B+","145","6"
"B+","146","5"
"B+","147","5"
"B+","148","6"
"B+","149","6"
"B+","150","6"
"B+","151","5"
"B+","152","5"
"B+","153","5"
"B+","154","5"
"B+","155","6"
"B+","156","6"
"B+","157","6"
"B+","158","6"
"B+","159","6"
"B+","160","5"
"B+","161","5"
"B+","162","6"
"B+","163","6"
"B+","164","6"
"B+","165","5"
"B+","166","5"
"B+","167","5"
"B+","168","5"
"B+","169","6"
"B+","170","6"
"B+","171","6"
"B+","172","6"
"B+","173","6"
"B+","174","5"
"B+","175","5"
"B+","176","6"
"B+","177","6"
"B+","178","6"
"B+","179","5"
"B+","180","5"
"B+","181","5"
"B+","182","5"
"B+","183","6"
"B+","184","6"
"B+","185","6"
"B+","186","6"
"B+","187","6"
"B+","188","5"
"B+","189","5"
"B+","190","6"
"B+","191","6"
"B+","192","6"
"B+","193","5"
"B+","194","5"
"B+","195","5"
"B+","196","5"
"B+","197","6"
"B+","198","6"
"B+","199","6"
"B+","200","6"
"B+","201","6"
"B+","202","5"
"B+","203","5"
"B+","204","6"
"B+","205","6"
"B+","206","6"
"B+","207","5"
"B+","208","5"
"B+","209","5"
"B+","210","5"
"B+","211","6"
"B+","212","6"
"B+","213","6"
"B+","214","6"
"B+","215","6"
"B+","216","5"
"B+","217","5"
"B+","218","6"
"B+","219","6"
"B+","220","6"
"B+","221","5"
"B+","222","5"
"B+","223","5"
"B+","224","5"
"B+","225","6"
"B+","226","6"
"B+","227","6"
"B+","228","6"
"B+","229","6"
"B+","230","5"
"B+","231","5"
"B+","232","6"
"B+","233","6"
"B+","234","6"
"B+","235","5"
"B+","236","5"
"B+","237","5"
"B+","238","5"
"B+","239","6"
"B+","240","6"
"B+","241","6"
"B+","242","6"
"B+","243","6"
"B+","244","5"
"B+","245","5"
"B+","246","6"
"B+","247","6"
"B+","248","6"
"B+","249","5"
"B+","250","5"
"B+","251","5"
"B+","252","5"
"B+","253","6"
"B+","254","6"
"B+","255","6"
"B+","256","6"
"B+","257","6"
"B+","258","5"
"B+","259","5"
"B+","260","6"
"B+","261","6"
"B+","262","6"
"B+","263","5"
"B+","264","5"
"B+","265","5"
"B+","266","5"
"B+","267","6"
"B+","268","6"
"B+","269","6"
"B+","270","6"
"B+","271","6"
"B+","272","5"
"B+","273","5"
"B+","274","6"
"B+","275","6"
"B+","276","6"
"B+","277","5"
"B+","278","5"
"B+","279","5"
"B+","280","5"
"B+","281","6"
"B+","282","6"
"B+","283","6"
"B+","284","6"
"B+","285","6"
"B+","286","5"
"B+","287","5"
"B+","288","6"
"B+","289","6"
"B+","290","6"
"B+","291","5"
"B+","292","5"
"B+","293","5"
"B+","294","5"
"B+","295","6"
"B+","296","6"
"B+","297","6"
"B+","298","6"
"B+","299","6"
"B+","300","5"
"B+","301","5"
"B+","302","6"
"B+","303","6"
"B+","304","6"
"B+","305","5"
"B+","306","5"
"B+","307","5"
"B+","308","5"
"B+","309","6"
"B+","310","6"
"B+","311","6"
"B+","312","6"
"B+","313","6"
"B+","314","5"
"B+","315","5"
"B+","316","6"
"B+","317","6"
"B+","318","6"
"B+","319","5"
"B+","320","5"
"B+","321","5"
"B+","322","5"
"B+","323","6"
"B+","324","6"
"B+","325","6"
"B+","326","6"
"B+","327","6"
"B+","328","5"
"B+","329","5"
"B+","330","6"
"B+","331","6"
"B+","332","6"
"B+","333","5"
"B+","334","5"
"B+","335","5"
"B+","336","5"
"B+","337","6"
"B+","338","6"
"B+","339","6"
"B+","340","6"
"B+","341","6"
"B+","342","5"
"B+","343","5"
"B+","344","6"
"B+","345","6"
"B+","346","6"
"B+","347","5"
"B+","348","5"
"B+","349","5"
"B+","350","5"
"B+","351","6"
"B+","352","6"
"B+","353","6"
"B+","354","6"
"B+","355","6"
"B+","356","5"
"B+","357","5"
"B+","358","6"
"B+","359","6"
"B+","360","6"
"B+","361","5"
"B+","362","5"
"B+","363","5"
"B+","364","5"
"B+","365","6"
"AB-","1","1"
"AB-","2","1"
"AB-","3","1"
"AB-","4","1"
"AB-","5","1"
"AB-","6","1"
"AB-","7","1"
"AB-","8","1"
"AB-","9","1"
"AB-","10","1"
"AB-","11","1"
"AB-","12","1"
"AB-","13","1"
"AB-","14","1"
"AB-","15","1"
"AB-","16","1"
"AB-","17","1"
"AB-","18","1"
"AB-","19","1"
"AB-","20","1"
"AB-","21","1"
"AB-","22","1"
"AB-","23","1"
"AB-","24","1"
"AB-","25","1"
"AB-","26","1"
"AB-","27","1"
"AB-","28","1"
"AB-","29","1"
"AB-","30","1"
"AB-","31","1"
"AB-","32","1"
"AB-","33","1"
"AB-","34","1"
"AB-","35","1"
"AB-","36","1"
"AB-","37","1"
"AB-","38","1"
"AB-","39","1"
"AB-","40","1"
"AB-","41","1"
"AB-","42","1"
"AB-","43","1"
"AB-","44","1"
"AB-","45","1"
"AB-","46","1"
"AB-","47","1"
"AB-","48","1"
"AB-","49","1"
"AB-","50","1"
"AB-","51","1"
"AB-","52","1"
"AB-","53","1"
"AB-","54","1"
"AB-","55","1"
"AB-","56","1"
"AB-","57","1"
"AB-","58","1"
"AB-","59","1"
"AB-","60","1"
"AB-","61","1"
"AB-","62","1"
"AB-","63","1"
"AB-","64","1"
"AB-","65","1"
"AB-","66","1"
"AB-","67","1"
"AB-","68","1"
"AB-","69","1"
"AB-","70","1"
"AB-","71","1"
"AB-","72","1"
"AB-","73","1"
"AB-","74","1"
"AB-","75","1"
"AB-","76","1"
"AB-","77","1"
"AB-","78","1"
"AB-","79","1"
"AB-","80","1"
"AB-","81","1"
"AB-","82","1"
"AB-","83","1"
"AB-","84","1"
"AB-","85","1"
"AB-","86","1"
"AB-","87","1"
"AB-","88","1"
"AB-","89","1"
"AB-","90","1"
"AB-","91","1"
"AB-","92","1"
"AB-","93","1"
"AB-","94","1"
"AB-","95","1"
"AB-","96","1"
"AB-","97","1"
"AB-","98","1"
"AB-","99","1"
"AB-","100","1"
"AB-","101","1"
"AB-","102","1"
"AB-","103","1"
"AB-","104","1"
"AB-","105","1"
"AB-","106","1"
"AB-","107","1"
"AB-","108","1"
"AB-","109","1"
"AB-","110","1"
"AB-","111","1"
"AB-","112","1"
"AB-","113","1"
"AB-","114","1"
"AB-","115","1"
"AB-","116","1"
"AB-","117","1"
"AB-","118","1"
"AB-","119","1"
"AB-","120","1"
"AB-","121","1"
"AB-","122","1"
"AB-","123","1"
"AB-","124","1"
"AB-","125","1"
"AB-","126","1"
"AB-","127","1"
"AB-","128","1"
"AB-","129","1"
"AB-","130","1"
"AB-","131","1"
"AB-","132","1"
"AB-","133","1"
"AB-","134","1"
"AB-","135","1"
"AB-","136","1"
"AB-","137","1"
"AB-","138","1"
"AB-","139","1"
"AB-","140","1"
"AB-","141","1"
"AB-","142","1"
"AB-","143","1"
"AB-","144","1"
"AB-","145","1"
"AB-","146","1"
"AB-","147","1"
"AB-","148","1"
"AB-","149","1"
"AB-","150","1"
"AB-","151","1"
"AB-","152","1"
"AB-","153","1"
"AB-","154","1"
"AB-","155","1"
"AB-","156","1"
"AB-","157","1"
"AB-","158","1"
"AB-","159","1"
"AB-","160","1"
"AB-","161","1"
"AB-","162","1"
"AB-","163","1"
"AB-","164","1"
"AB-","165","1"
"AB-","166","1"
"AB-","167","1"
"AB-","168","1"
"AB-","169","1"
"AB-","170","1"
"AB-","171","1"
"AB-","172","1"
"AB-","173","1"
"AB-","174","1"
"AB-","175","1"
"AB-","176","1"
"AB-","177","1"
"AB-","178","1"
"AB-","179","1"
"AB-","180","1"
"AB-","181","1"
"AB-","182","1"
"AB-","183","1"
"AB-","184","1"
"AB-","185","1"
"AB-","186","1"
"AB-","187","1"
"AB-","188","1"
"AB-","189","1"
"AB-","190","1"
"AB-","191","1"
"AB-","192","1"
"AB-","193","1"
"AB-","194","1"
"AB-","195","1"
"AB-","196","1"
"AB-","197","1"
"AB-","198","1"
"AB-","199","1"
"AB-","200","1"
"AB-","201","1"
"AB-","202","1"
"AB-","203","1"
"AB-","204","1"
"AB-","205","1"
"AB-","206","1"
"AB-","207","1"
"AB-","208","1"
"AB-","209","1"
"AB-","210","1"
"AB-","211","1"
"AB-","212","1"
"AB-","213","1"
"AB-","214","1"
"AB-","215","1"
"AB-","216","1"
"AB-","217","1"
"AB-","218","1"
"AB-","219","1"
"AB-","220","1"
"AB-","221","1"
"AB-","222","1"
"AB-","223","1"
"AB-","224","1"
"AB-","225","1"
"AB-","226","1"
"AB-","227","1"
"AB-","228","1"
"AB-","229","1"
"AB-","230","1"
"AB-","231","1"
"AB-","232","1"
"AB-","233","1"
"AB-","234","1"
"AB-","235","1"
"AB-","236","1"
"AB-","237","1"
"AB-","238","1"
"AB-","239","1"
"AB-","240","1"
"AB-","241","1"
"AB-","242","1"
"AB-","243","1"
"AB-","244","1"
"AB-","245","1"
"AB-","246","1"
"AB-","247","1"
"AB-","248","1"
"AB-","249","1"
"AB-","250","1"
"AB-","251","1"
"AB-","252","1"
"AB-","253","1"
"AB-","254","1"
"AB-","255","1"
"AB-","256","1"
"AB-","257","1"
"AB-","258","1"
"AB-","259","1"
"AB-","260","1"
"AB-","261","1"
"AB-","262","1"
"AB-","263","1"
"AB-","264","1"
"AB-","265","1"
"AB-","266","1"
"AB-","267","1"
"AB-","268","1"
"AB-","269","1"
"AB-","270","1"
"AB-","271","1"
"AB-","272","1"
"AB-","273","1"
"AB-","274","1"
"AB-","275","1"
"AB-","276","1"
"AB-","277","1"
"AB-","278","1"
"AB-","279","1"
"AB-","280","1"
"AB-","281","1"
"AB-","282","1"
"AB-","283","1"
"AB-","284","1"
"AB-","285","1"
"AB-","286","1"
"AB-","287","1"
"AB-","288","1"
"AB-","289","1"
"AB-","290","1"
"AB-","291","1"
"AB-","292","1"
"AB-","293","1"
"AB-","294","1"
"AB-","295","1"
"AB-","296","1"
"AB-","297","1"
"AB-","298","1"
"AB-","299","1"
"AB-","300","1"
"AB-","301","1"
"AB-","302","1"
"AB-","303","1"
"AB-","304","1"
"AB-","305","1"
"AB-","306","1"
"AB-","307","1"
"AB-","308","1"
"AB-","309","1"
"AB-","310","1"
"AB-","311","1"
"AB-","312","1"
"AB-","313","1"
"AB-","314","1"
"AB-","315","1"
"AB-","316","1"
"AB-","317","1"
"AB-","318","1"
"AB-","319","1"
"AB-","320","1"
"AB-","321","1"
"AB-","322","1"
"AB-","323","1"
"AB-","324","1"
"AB-","325","1"
"AB-","326","1"
"AB-","327","1"
"AB-","328","1"
"AB-","329","1"
"AB-","330","1"
"AB-","331","1"
"AB-","332","1"
"AB-","333","1"
"AB-","334","1"
"AB-","335","1"
"AB-","336","1"
"AB-","337","1"
"AB-","338","1"
"AB-","339","1"
"AB-","340","1"
"AB-","341","1"
"AB-","342","1"
"AB-","343","1"
"AB-","344","1"
"AB-","345","1"
"AB-","346","1"
"AB-","347","1"
"AB-","348","1"
"AB-","349","1"
"AB-","350","1"
"AB-","351","1"
"AB-","352","1"
"AB-","353","1"
"AB-","354","1"
"AB-","355","1"
"AB-","356","1"
"AB-","357","1"
"AB-","358","1"
"AB-","359","1"
"AB-","360","1"
"AB-","361","1"
"AB-","362","1"
"AB-","363","1"
"AB-","364","1"
"AB-","365","1"
"AB+","1","2"
"AB+","2","2"
"AB+","3","2"
"AB+","4","2"
"AB+","5","2"
"AB+","6","2"
"AB+","7","2"
"AB+","8","2"
"AB+","9","2"
"AB+","10","2"
"AB+","11","2"
"AB+","12","2"
"AB+","13","2"
"AB+","14","2"
"AB+","15","2"
"AB+","16","2"
"AB+","17","2"
"AB+","18","2"
"AB+","19","2"
"AB+","20","2"
"AB+","21","2"
"AB+","22","2"
"AB+","23","2"
"AB+","24","2"
"AB+","25","2"
"AB+","26","2"
"AB+","27","2"
"AB+","28","2"
"AB+","29","2"
"AB+","30","2"
"AB+","31","2"
"AB+","32","2"
"AB+","33","2"
"AB+","34","2"
"AB+","35","2"
"AB+","36","2"
"AB+","37","2"
"AB+","38","2"
"AB+","39","2"
"AB+","40","2"
"AB+","41","2"
"AB+","42","2"
"AB+","43","2"
"AB+","44","2"
"AB+","45","2"
"AB+","46","2"
"AB+","47","2"
"AB+","48","2"
"AB+","49","2"
"AB+","50","2"
"AB+","51","2"
"AB+","52","2"
"AB+","53","2"
"AB+","54","2"
"AB+","55","2"
"AB+","56","2"
"AB+","57","2"
"AB+","58","2"
"AB+","59","2"
"AB+","60","2"
"AB+","61","2"
"AB+","62","2"
"AB+","63","2"
"AB+","64","2"
"AB+","65","2"
"AB+","66","2"
"AB+","67","2"
"AB+","68","2"
"AB+","69","2"
"AB+","70","2"
"AB+","71","2"
"AB+","72","2"
"AB+","73","2"
"AB+","74","2"
"AB+","75","2"
"AB+","76","2"
"AB+","77","2"
"AB+","78","2"
"AB+","79","2"
"AB+","80","2"
"AB+","81","2"
"AB+","82","2"
"AB+","83","2"
"AB+","84","2"
"AB+","85","2"
"AB+","86","2"
"AB+","87","2"
"AB+","88","2"
"AB+","89","2"
"AB+","90","2"
"AB+","91","2"
"AB+","92","2"
"AB+","93","2"
"AB+","94","2"
"AB+","95","2"
"AB+","96","2"
"AB+","97","2"
"AB+","98","2"
"AB+","99","2"
"AB+","100","2"
"AB+","101","2"
"AB+","102","2"
"AB+","103","2"
"AB+","104","2"
"AB+","105","2"
"AB+","106","2"
"AB+","107","2"
"AB+","108","2"
"AB+","109","2"
"AB+","110","2"
"AB+","111","2"
"AB+","112","2"
"AB+","113","2"
"AB+","114","2"
"AB+","115","2"
"AB+","116","2"
"AB+","117","2"
"AB+","118","2"
"AB+","119","2"
"AB+","120","2"
"AB+","121","2"
"AB+","122","2"
"AB+","123","2"
"AB+","124","2"
"AB+","125","2"
"AB+","126","2"
"AB+","127","2"
"AB+","128","2"
"AB+","129","2"
"AB+","130","2"
"AB+","131","2"
"AB+","132","2"
"AB+","133","2"
"AB+","134","2"
"AB+","135","2"
"AB+","136","2"
"AB+","137","2"
"AB+","138","2"
"AB+","139","2"
"AB+","140","2"
"AB+","141","2"
"AB+","142","2"
"AB+","143","2"
"AB+","144","2"
"AB+","145","2"
"AB+","146","2"
"AB+","147","2"
"AB+","148","2"
"AB+","149","2"
"AB+","150","2"
"AB+","151","2"
"AB+","152","2"
"AB+","153","2"
"AB+","154","2"
"AB+","155","2"
"AB+","156","2"
"AB+","157","2"
"AB+","158","2"
"AB+","159","2"
"AB+","160","2"
"AB+","161","2"
"AB+","162","2"
"AB+","163","2"
"AB+","164","2"
"AB+","165","2"
"AB+","166","2"
"AB+","167","2"
"AB+","168","2"
"AB+","169","2"
"AB+","170","2"
"AB+","171","2"
"AB+","172","2"
"AB+","173","2"
"AB+","174","2"
"AB+","175","2"
"AB+","176","2"
"AB+","177","2"
"AB+","178","2"
"AB+","179","2"
"AB+","180","2"
"AB+","181","2"
"AB+","182","2"
"AB+","183","2"
"AB+","184","2"
"AB+","185","2"
"AB+","186","2"
"AB+","187","2"
"AB+","188","2"
"AB+","189","2"
"AB+","190","2"
"AB+","191","2"
"AB+","192","2"
"AB+","193","2"
"AB+","194","2"
"AB+","195","2"
"AB+","196","2"
"AB+","197","2"
"AB+","198","2"
"AB+","199","2"
"AB+","200","2"
"AB+","201","2"
"AB+","202","2"
"AB+","203","2"
"AB+","204","2"
"AB+","205","2"
"AB+","206","2"
"AB+","207","2"
"AB+","208","2"
"AB+","209","2"
"AB+","210","2"
"AB+","211","2"
"AB+","212","2"
"AB+","213","2"
"AB+","214","2"
"AB+","215","2"
"AB+","216","2"
"AB+","217","2"
"AB+","218","2"
"AB+","219","2"
"AB+","220","2"
"AB+","221","2"
"AB+","222","2"
"AB+","223","2"
"AB+","224","2"
"AB+","225","2"
"AB+","226","2"
"AB+","227","2"
"AB+","228","2"
"AB+","229","2"
"AB+","230","2"
"AB+","231","2"
"AB+","232","2"
"AB+","233","2"
"AB+","234","2"
"AB+","235","2"
"AB+","236","2"
"AB+","237","2"
"AB+","238","2"
"AB+","239","2"
"AB+","240","2"
"AB+","241","2"
"AB+","242","2"
"AB+","243","2"
"AB+","244","2"
"AB+","245","2"
"AB+","246","2"
"AB+","247","2"
"AB+","248","2"
"AB+","249","2"
"AB+","250","2"
"AB+","251","2"
"AB+","252","2"
"AB+","253","2"
"AB+","254","2"
"AB+","255","2"
"AB+","256","2"
"AB+","257","2"
"AB+","258","2"
"AB+","259","2"
"AB+","260","2"
"AB+","261","2"
"AB+","262","2"
"AB+","263","2"
"AB+","264","2"
"AB+","265","2"
"AB+","266","2"
"AB+","267","2"
"AB+","268","2"
"AB+","269","2"
"AB+","270","2"
"AB+","271","2"
"AB+","272","2"
"AB+","273","2"
"AB+","274","2"
"AB+","275","2"
"AB+","276","2"
"AB+","277","2"
"AB+","278","2"
"AB+","279","2"
"AB+","280","2"
"AB+","281","2"
"AB+","282","2"
"AB+","283","2"
"AB+","284","2"
"AB+","285","2"
"AB+","286","2"
"AB+","287","2"
"AB+","288","2"
"AB+","289","2"
"AB+","290","2"
"AB+","291","2"
"AB+","292","2"
"AB+","293","2"
"AB+","294","2"
"AB+","295","2"
"AB+","296","2"
"AB+","297","2"
"AB+","298","2"
"AB+","299","2"
"AB+","300","2"
"AB+","301","2"
"AB+","302","2"
"AB+","303","2"
"AB+","304","2"
"AB+","305","2"
"AB+","306","2"
"AB+","307","2"
"AB+","308","2"
"AB+","309","2"
"AB+","310","2"
"AB+","311","2"
"AB+","312","2"
"AB+","313","2"
"AB+","314","2"
"AB+","315","2"
"AB+","316","2"
"AB+","317","2"
"AB+","318","2"
"AB+","319","2"
"AB+","320","2"
"AB+","321","2"
"AB+","322","2"
"AB+","323","2"
"AB+","324","2"
"AB+","325","2"
"AB+","326","2"
"AB+","327","2"
"AB+","328","2"
"AB+","329","2"
"AB+","330","2"
"AB+","331","2"
"AB+","332","2"
"AB+","333","2"
"AB+","334","2"
"AB+","335","2"
"AB+","336","2"
"AB+","337","2"
"AB+","338","2"
"AB+","339","2"
"AB+","340","2"
"AB+","341","2"
"AB+","342","2"
"AB+","343","2"
"AB+","344","2"
"AB+","345","2"
"AB+","346","2"
"AB+","347","2"
"AB+","348","2"
"AB+","349","2"
"AB+","350","2"
"AB+","351","2"
"AB+","352","2"
"AB+","353","2"
"AB+","354","2"
"AB+","355","2"
"AB+","356","2"
"AB+","357","2"
"AB+","358","2"
"AB+","359","2"
"AB+","360","2"
"AB+","361","2"
"AB+","362","2"
"AB+","363","2"
"AB+","364","2"
"AB+","365","2"
