"h","g","t","value"
"H_TRAUMA","AB+","18","1"
"H_TRAUMA","AB+","19","1"
"H_TRAUMA","AB+","20","1"
"H_TRAUMA","AB+","21","1"
"H_TRAUMA","AB+","22","1"
"H_TRAUMA","AB+","23","2"
"H_TRAUMA","AB+","24","2"
"H_TRAUMA","AB+","25","1"
"H_TRAUMA","AB+","26","1"
"H_TRAUMA","AB+","27","1"
"H_TRAUMA","AB+","28","1"
"H_TRAUMA","AB+","29","1"
"H_TRAUMA","AB+","30","1"
"H_TRAUMA","AB+","31","1"
"H_TRAUMA","AB+","32","1"
"H_TRAUMA","AB+","33","1"
"H_TRAUMA","AB+","34","1"
"H_TRAUMA","AB+","35","1"
"H_TRAUMA","AB+","36","1"
"H_TRAUMA","AB+","37","2"
"H_TRAUMA","AB+","38","2"
"H_TRAUMA","AB+","39","1"
"H_TRAUMA","AB+","40","1"
"H_TRAUMA","AB+","41","1"
"H_TRAUMA","AB+","42","1"
"H_TRAUMA","AB+","43","1"
"H_TRAUMA","AB+","44","1"
"H_TRAUMA","AB+","45","1"
"H_TRAUMA","AB+","46","1"
"H_TRAUMA","AB+","47","1"
"H_TRAUMA","AB+","48","1"
"H_TRAUMA","AB+","49","1"
"H_TRAUMA","AB+","50","1"
"H_TRAUMA","AB+","51","2"
"H_TRAUMA","AB+","52","2"
"H_TRAUMA","AB+","53","1"
"H_TRAUMA","AB+","54","1"
"H_TRAUMA","AB+","55","1"
"H_TRAUMA","AB+","56","1"
"H_TRAUMA","AB+","57","1"
"H_TRAUMA","AB+","58","1"
"H_TRAUMA","AB+","59","1"
"H_TRAUMA","AB+","60","1"
"H_TRAUMA","AB+","61","1"
"H_TRAUMA","AB+","62","1"
"H_TRAUMA","AB+","63","1"
"H_TRAUMA","AB+","64","1"
"H_TRAUMA","AB+","65","2"
"H_TRAUMA","AB+","66","2"
"H_TRAUMA","AB+","67","1"
"H_TRAUMA","AB+","68","1"
"H_TRAUMA","AB+","69","1"
"H_TRAUMA","AB+","70","1"
"H_TRAUMA","AB+","71","1"
"H_TRAUMA","AB+","72","1"
"H_TRAUMA","AB+","73","1"
"H_TRAUMA","AB+","74","1"
"H_TRAUMA","AB+","75","1"
"H_TRAUMA","AB+","76","1"
"H_TRAUMA","AB+","77","1"
"H_TRAUMA","AB+","78","1"
"H_TRAUMA","AB+","79","2"
"H_TRAUMA","AB+","80","2"
"H_TRAUMA","AB+","81","1"
"H_TRAUMA","AB+","82","1"
"H_TRAUMA","AB+","83","1"
"H_TRAUMA","AB+","84","1"
"H_TRAUMA","AB+","85","1"
"H_TRAUMA","AB+","86","1"
"H_TRAUMA","AB+","87","1"
"H_TRAUMA","AB+","88","1"
"H_TRAUMA","AB+","89","1"
"H_TRAUMA","AB+","90","1"
"H_TRAUMA","AB+","91","1"
"H_TRAUMA","AB+","92","1"
"H_TRAUMA","AB+","93","2"
"H_TRAUMA","AB+","94","2"
"H_TRAUMA","AB+","95","1"
"H_TRAUMA","AB+","96","1"
"H_TRAUMA","AB+","97","1"
"H_TRAUMA","AB+","98","1"
"H_TRAUMA","AB+","99","1"
"H_TRAUMA","AB+","100","1"
"H_TRAUMA","AB+","101","1"
"H_TRAUMA","AB+","102","1"
"H_TRAUMA","AB+","103","1"
"H_TRAUMA","AB+","104","1"
"H_TRAUMA","AB+","105","1"
"H_TRAUMA","AB+","106","1"
"H_TRAUMA","AB+","107","2"
"H_TRAUMA","AB+","108","2"
"H_TRAUMA","AB+","109","1"
"H_TRAUMA","AB+","110","1"
"H_TRAUMA","AB+","111","1"
"H_TRAUMA","AB+","112","1"
"H_TRAUMA","AB+","113","1"
"H_TRAUMA","AB+","114","1"
"H_TRAUMA","AB+","115","1"
"H_TRAUMA","AB+","116","1"
"H_TRAUMA","AB+","117","1"
"H_TRAUMA","AB+","118","1"
"H_TRAUMA","AB+","119","1"
"H_TRAUMA","AB+","120","1"
"H_TRAUMA","AB+","121","2"
"H_TRAUMA","AB+","122","2"
"H_TRAUMA","AB+","123","1"
"H_TRAUMA","AB+","124","1"
"H_TRAUMA","AB+","125","1"
"H_TRAUMA","AB+","126","1"
"H_TRAUMA","AB+","127","1"
"H_TRAUMA","AB+","128","1"
"H_TRAUMA","AB+","129","1"
"H_TRAUMA","AB+","130","1"
"H_TRAUMA","AB+","131","1"
"H_TRAUMA","AB+","132","1"
"H_TRAUMA","AB+","133","1"
"H_TRAUMA","AB+","134","1"
"H_TRAUMA","AB+","135","2"
"H_TRAUMA","AB+","136","2"
"H_TRAUMA","AB+","137","1"
"H_TRAUMA","AB+","138","1"
"H_TRAUMA","AB+","139","1"
"H_TRAUMA","AB+","140","1"
"H_TRAUMA","AB+","141","1"
"H_TRAUMA","AB+","142","1"
"H_TRAUMA","AB+","143","1"
"H_TRAUMA","AB+","144","1"
"H_TRAUMA","AB+","145","1"
"H_TRAUMA","AB+","146","1"
"H_TRAUMA","AB+","147","1"
"H_TRAUMA","AB+","148","1"
"H_TRAUMA","AB+","149","2"
"H_TRAUMA","AB+","150","2"
"H_TRAUMA","AB+","151","1"
"H_TRAUMA","AB+","152","1"
"H_TRAUMA","AB+","153","1"
"H_TRAUMA","AB+","154","1"
"H_TRAUMA","AB+","155","1"
"H_TRAUMA","AB+","156","1"
"H_TRAUMA","AB+","157","1"
"H_TRAUMA","AB+","158","1"
"H_TRAUMA","AB+","159","1"
"H_TRAUMA","AB+","160","1"
"H_TRAUMA","AB+","161","1"
"H_TRAUMA","AB+","162","1"
"H_TRAUMA","AB+","163","2"
"H_TRAUMA","AB+","164","2"
"H_TRAUMA","AB+","165","1"
"H_TRAUMA","AB+","166","1"
"H_TRAUMA","AB+","167","1"
"H_TRAUMA","AB+","168","1"
"H_TRAUMA","AB+","169","1"
"H_TRAUMA","AB+","170","1"
"H_TRAUMA","AB+","171","1"
"H_TRAUMA","AB+","172","1"
"H_TRAUMA","AB+","173","1"
"H_TRAUMA","AB+","174","1"
"H_TRAUMA","AB+","175","1"
"H_TRAUMA","AB+","176","1"
"H_TRAUMA","AB+","177","2"
"H_TRAUMA","AB+","178","2"
"H_TRAUMA","AB+","179","1"
"H_TRAUMA","AB+","180","1"
"H_TRAUMA","AB+","181","1"
"H_TRAUMA","AB+","182","1"
"H_TRAUMA","AB+","183","1"
"H_TRAUMA","AB+","184","1"
"H_TRAUMA","AB+","185","1"
"H_TRAUMA","AB+","186","1"
"H_TRAUMA","AB+","187","1"
"H_TRAUMA","AB+","188","1"
"H_TRAUMA","AB+","189","1"
"H_TRAUMA","AB+","190","1"
"H_TRAUMA","AB+","191","2"
"H_TRAUMA","AB+","192","2"
"H_TRAUMA","AB+","193","1"
"H_TRAUMA","AB+","194","1"
"H_TRAUMA","AB+","195","1"
"H_TRAUMA","AB+","196","1"
"H_TRAUMA","AB+","197","1"
"H_TRAUMA","AB+","198","1"
"H_TRAUMA","AB+","199","1"
"H_TRAUMA","AB+","200","1"
"H_TRAUMA","AB+","201","1"
"H_TRAUMA","AB+","202","1"
"H_TRAUMA","AB+","203","1"
"H_TRAUMA","AB+","204","1"
"H_TRAUMA","AB+","205","2"
"H_TRAUMA","AB+","206","2"
"H_TRAUMA","AB+","207","1"
"H_TRAUMA","AB+","208","1"
"H_TRAUMA","AB+","209","1"
"H_TRAUMA","AB+","210","1"
"H_TRAUMA","AB+","211","1"
"H_TRAUMA","AB+","212","1"
"H_TRAUMA","AB+","213","1"
"H_TRAUMA","AB+","214","1"
"H_TRAUMA","AB+","215","1"
"H_TRAUMA","AB+","216","1"
"H_TRAUMA","AB+","217","1"
"H_TRAUMA","AB+","218","1"
"H_TRAUMA","AB+","219","2"
"H_TRAUMA","AB+","220","2"
"H_TRAUMA","AB+","221","1"
"H_TRAUMA","AB+","222","1"
"H_TRAUMA","AB+","223","1"
"H_TRAUMA","AB+","224","1"
"H_TRAUMA","AB+","225","1"
"H_TRAUMA","AB+","226","1"
"H_TRAUMA","AB+","227","1"
"H_TRAUMA","AB+","228","1"
"H_TRAUMA","AB+","229","1"
"H_TRAUMA","AB+","230","1"
"H_TRAUMA","AB+","231","1"
"H_TRAUMA","AB+","232","1"
"H_TRAUMA","AB+","233","2"
"H_TRAUMA","AB+","234","2"
"H_TRAUMA","AB+","235","1"
"H_TRAUMA","AB+","236","1"
"H_TRAUMA","AB+","237","1"
"H_TRAUMA","AB+","238","1"
"H_TRAUMA","AB+","239","1"
"H_TRAUMA","AB+","240","1"
"H_TRAUMA","AB+","241","1"
"H_TRAUMA","AB+","242","1"
"H_TRAUMA","AB+","243","1"
"H_TRAUMA","AB+","244","1"
"H_TRAUMA","AB+","245","1"
"H_TRAUMA","AB+","246","1"
"H_TRAUMA","AB+","247","2"
"H_TRAUMA","AB+","248","2"
"H_TRAUMA","AB+","249","1"
"H_TRAUMA","AB+","250","1"
"H_TRAUMA","AB+","251","1"
"H_TRAUMA","AB+","252","1"
"H_TRAUMA","AB+","253","1"
"H_TRAUMA","AB+","254","1"
"H_TRAUMA","AB+","255","1"
"H_TRAUMA","AB+","256","1"
"H_TRAUMA","AB+","257","1"
"H_TRAUMA","AB+","258","1"
"H_TRAUMA","AB+","259","1"
"H_TRAUMA","AB+","260","1"
"H_TRAUMA","AB+","261","2"
"H_TRAUMA","AB+","262","2"
"H_TRAUMA","AB+","263","1"
"H_TRAUMA","AB+","264","1"
"H_TRAUMA","AB+","265","1"
"H_TRAUMA","AB+","266","1"
"H_TRAUMA","AB+","267","1"
"H_TRAUMA","AB+","268","1"
"H_TRAUMA","AB+","269","1"
"H_TRAUMA","AB+","270","1"
"H_TRAUMA","AB+","271","1"
"H_TRAUMA","AB+","272","1"
"H_TRAUMA","AB+","273","1"
"H_TRAUMA","AB+","274","1"
"H_TRAUMA","AB+","275","2"
"H_TRAUMA","AB+","276","2"
"H_TRAUMA","AB+","277","1"
"H_TRAUMA","AB+","278","1"
"H_TRAUMA","AB+","279","1"
"H_TRAUMA","AB+","280","1"
"H_TRAUMA","AB+","281","1"
"H_TRAUMA","AB+","282","1"
"H_TRAUMA","AB+","283","1"
"H_TRAUMA","AB+","284","1"
"H_TRAUMA","AB+","285","1"
"H_TRAUMA","AB+","286","1"
"H_TRAUMA","AB+","287","1"
"H_TRAUMA","AB+","288","1"
"H_TRAUMA","AB+","289","2"
"H_TRAUMA","AB+","290","2"
"H_TRAUMA","AB+","291","1"
"H_TRAUMA","AB+","292","1"
"H_TRAUMA","AB+","293","1"
"H_TRAUMA","AB+","294","1"
"H_TRAUMA","AB+","295","1"
"H_TRAUMA","AB+","296","1"
"H_TRAUMA","AB+","297","1"
"H_TRAUMA","AB+","298","1"
"H_TRAUMA","AB+","299","1"
"H_TRAUMA","AB+","300","1"
"H_TRAUMA","AB+","301","1"
"H_TRAUMA","AB+","302","1"
"H_TRAUMA","AB+","303","2"
"H_TRAUMA","AB+","304","2"
"H_TRAUMA","AB+","305","1"
"H_TRAUMA","AB+","306","1"
"H_TRAUMA","AB+","307","1"
"H_TRAUMA","AB+","308","1"
"H_TRAUMA","AB+","309","1"
"H_TRAUMA","AB+","310","1"
"H_TRAUMA","AB+","311","1"
"H_TRAUMA","AB+","312","1"
"H_TRAUMA","AB+","313","1"
"H_TRAUMA","AB+","314","1"
"H_TRAUMA","AB+","315","1"
"H_TRAUMA","AB+","316","1"
"H_TRAUMA","AB+","317","2"
"H_TRAUMA","AB+","318","2"
"H_TRAUMA","AB+","319","1"
"H_TRAUMA","AB+","320","1"
"H_TRAUMA","AB+","321","1"
"H_TRAUMA","AB+","322","1"
"H_TRAUMA","AB+","323","1"
"H_TRAUMA","AB+","324","1"
"H_TRAUMA","AB+","325","1"
"H_TRAUMA","AB+","326","1"
"H_TRAUMA","AB+","327","1"
"H_TRAUMA","AB+","328","1"
"H_TRAUMA","AB+","329","1"
"H_TRAUMA","AB+","330","1"
"H_TRAUMA","AB+","331","2"
"H_TRAUMA","AB+","332","2"
"H_TRAUMA","AB+","333","1"
"H_TRAUMA","AB+","334","1"
"H_TRAUMA","AB+","335","1"
"H_TRAUMA","AB+","336","1"
"H_TRAUMA","AB+","337","1"
"H_TRAUMA","AB+","338","1"
"H_TRAUMA","AB+","339","1"
"H_TRAUMA","AB+","340","1"
"H_TRAUMA","AB+","341","1"
"H_TRAUMA","AB+","342","1"
"H_TRAUMA","AB+","343","1"
"H_TRAUMA","AB+","344","1"
"H_TRAUMA","AB+","345","2"
"H_TRAUMA","AB+","346","2"
"H_TRAUMA","AB+","347","1"
"H_TRAUMA","AB+","348","1"
"H_TRAUMA","AB+","349","1"
"H_TRAUMA","AB+","350","1"
"H_TRAUMA","AB+","351","1"
"H_TRAUMA","AB+","352","1"
"H_TRAUMA","AB+","353","1"
"H_TRAUMA","AB+","354","1"
"H_TRAUMA","AB+","355","1"
"H_TRAUMA","AB+","356","1"
"H_TRAUMA","AB+","357","1"
"H_TRAUMA","AB+","358","1"
"H_TRAUMA","AB+","359","2"
"H_TRAUMA","AB+","360","2"
"H_TRAUMA","AB+","361","1"
"H_TRAUMA","AB+","362","1"
"H_TRAUMA","AB+","363","1"
"H_TRAUMA","AB+","364","1"
"H_TRAUMA","AB+","365","1"
"H_GENERAL","O-","1","1"
"H_GENERAL","O-","2","1"
"H_GENERAL","O-","3","1"
"H_GENERAL","O-","4","1"
"H_GENERAL","O-","5","1"
"H_GENERAL","O-","6","1"
"H_GENERAL","O-","7","1"
"H_GENERAL","O-","8","1"
"H_GENERAL","O-","9","2"
"H_GENERAL","O-","10","2"
"H_GENERAL","O-","11","1"
"H_GENERAL","O-","12","1"
"H_GENERAL","O-","13","1"
"H_GENERAL","O-","14","1"
"H_GENERAL","O-","15","1"
"H_GENERAL","O-","16","1"
"H_GENERAL","O-","17","1"
"H_GENERAL","O-","18","1"
"H_GENERAL","O-","19","1"
"H_GENERAL","O-","20","1"
"H_GENERAL","O-","21","1"
"H_GENERAL","O-","22","1"
"H_GENERAL","O-","23","2"
"H_GENERAL","O-","24","2"
"H_GENERAL","O-","25","1"
"H_GENERAL","O-","26","1"
"H_GENERAL","O-","27","1"
"H_GENERAL","O-","28","1"
"H_GENERAL","O-","29","1"
"H_GENERAL","O-","30","1"
"H_GENERAL","O-","31","1"
"H_GENERAL","O-","32","1"
"H_GENERAL","O-","33","1"
"H_GENERAL","O-","34","1"
"H_GENERAL","O-","35","1"
"H_GENERAL","O-","36","1"
"H_GENERAL","O-","37","2"
"H_GENERAL","O-","38","2"
"H_GENERAL","O-","39","1"
"H_GENERAL","O-","40","1"
"H_GENERAL","O-","41","1"
"H_GENERAL","O-","42","1"
"H_GENERAL","O-","43","1"
"H_GENERAL","O-","44","1"
"H_GENERAL","O-","45","1"
"H_GENERAL","O-","46","1"
"H_GENERAL","O-","47","1"
"H_GENERAL","O-","48","1"
"H_GENERAL","O-","49","1"
"H_GENERAL","O-","50","1"
"H_GENERAL","O-","51","2"
"H_GENERAL","O-","52","2"
"H_GENERAL","O-","53","1"
"H_GENERAL","O-","54","1"
"H_GENERAL","O-","55","1"
"H_GENERAL","O-","56","1"
"H_GENERAL","O-","57","1"
"H_GENERAL","O-","58","1"
"H_GENERAL","O-","59","1"
"H_GENERAL","O-","60","1"
"H_GENERAL","O-","61","1"
"H_GENERAL","O-","62","1"
"H_GENERAL","O-","63","1"
"H_GENERAL","O-","64","1"
"H_GENERAL","O-","65","2"
"H_GENERAL","O-","66","2"
"H_GENERAL","O-","67","1"
"H_GENERAL","O-","68","1"
"H_GENERAL","O-","69","1"
"H_GENERAL","O-","70","1"
"H_GENERAL","O-","71","1"
"H_GENERAL","O-","72","1"
"H_GENERAL","O-","73","1"
"H_GENERAL","O-","74","1"
"H_GENERAL","O-","75","1"
"H_GENERAL","O-","76","1"
"H_GENERAL","O-","77","1"
"H_GENERAL","O-","78","1"
"H_GENERAL","O-","79","2"
"H_GENERAL","O-","80","2"
"H_GENERAL","O-","81","1"
"H_GENERAL","O-","82","1"
"H_GENERAL","O-","83","1"
"H_GENERAL","O-","84","1"
"H_GENERAL","O-","85","1"
"H_GENERAL","O-","86","1"
"H_GENERAL","O-","87","1"
"H_GENERAL","O-","88","1"
"H_GENERAL","O-","89","1"
"H_GENERAL","O-","90","1"
"H_GENERAL","O-","91","1"
"H_GENERAL","O-","92","1"
"H_GENERAL","O-","93","2"
"H_GENERAL","O-","94","2"
"H_GENERAL","O-","95","1"
"H_GENERAL","O-","96","1"
"H_GENERAL","O-","97","1"
"H_GENERAL","O-","98","1"
"H_GENERAL","O-","99","1"
"H_GENERAL","O-","100","1"
"H_GENERAL","O-","101","1"
"H_GENERAL","O-","102","1"
"H_GENERAL","O-","103","1"
"H_GENERAL","O-","104","1"
"H_GENERAL","O-","105","1"
"H_GENERAL","O-","106","1"
"H_GENERAL","O-","107","2"
"H_GENERAL","O-","108","2"
"H_GENERAL","O-","109","1"
"H_GENERAL","O-","110","1"
"H_GENERAL","O-","111","1"
"H_GENERAL","O-","112","1"
"H_GENERAL","O-","113","1"
"H_GENERAL","O-","114","1"
"H_GENERAL","O-","115","1"
"H_GENERAL","O-","116","1"
"H_GENERAL","O-","117","1"
"H_GENERAL","O-","118","1"
"H_GENERAL","O-","119","1"
"H_GENERAL","O-","120","1"
"H_GENERAL","O-","121","2"
"H_GENERAL","O-","122","2"
"H_GENERAL","O-","123","1"
"H_GENERAL","O-","124","1"
"H_GENERAL","O-","125","1"
"H_GENERAL","O-","126","1"
"H_GENERAL","O-","127","1"
"H_GENERAL","O-","128","1"
"H_GENERAL","O-","129","1"
"H_GENERAL","O-","130","1"
"H_GENERAL","O-","131","1"
"H_GENERAL","O-","132","1"
"H_GENERAL","O-","133","1"
"H_GENERAL","O-","134","1"
"H_GENERAL","O-","135","2"
"H_GENERAL","O-","136","2"
"H_GENERAL","O-","137","1"
"H_GENERAL","O-","138","1"
"H_GENERAL","O-","139","1"
"H_GENERAL","O-","140","1"
"H_GENERAL","O-","141","1"
"H_GENERAL","O-","142","1"
"H_GENERAL","O-","143","1"
"H_GENERAL","O-","144","1"
"H_GENERAL","O-","145","1"
"H_GENERAL","O-","146","1"
"H_GENERAL","O-","147","1"
"H_GENERAL","O-","148","1"
"H_GENERAL","O-","149","2"
"H_GENERAL","O-","150","2"
"H_GENERAL","O-","151","1"
"H_GENERAL","O-","152","1"
"H_GENERAL","O-","153","1"
"H_GENERAL","O-","154","1"
"H_GENERAL","O-","155","1"
"H_GENERAL","O-","156","1"
"H_GENERAL","O-","157","1"
"H_GENERAL","O-","158","1"
"H_GENERAL","O-","159","1"
"H_GENERAL","O-","160","1"
"H_GENERAL","O-","161","1"
"H_GENERAL","O-","162","1"
"H_GENERAL","O-","163","2"
"H_GENERAL","O-","164","2"
"H_GENERAL","O-","165","1"
"H_GENERAL","O-","166","1"
"H_GENERAL","O-","167","1"
"H_GENERAL","O-","168","1"
"H_GENERAL","O-","169","1"
"H_GENERAL","O-","170","1"
"H_GENERAL","O-","171","1"
"H_GENERAL","O-","172","1"
"H_GENERAL","O-","173","1"
"H_GENERAL","O-","174","1"
"H_GENERAL","O-","175","1"
"H_GENERAL","O-","176","1"
"H_GENERAL","O-","177","2"
"H_GENERAL","O-","178","2"
"H_GENERAL","O-","179","1"
"H_GENERAL","O-","180","1"
"H_GENERAL","O-","181","1"
"H_GENERAL","O-","182","1"
"H_GENERAL","O-","183","1"
"H_GENERAL","O-","184","1"
"H_GENERAL","O-","185","1"
"H_GENERAL","O-","186","1"
"H_GENERAL","O-","187","1"
"H_GENERAL","O-","188","1"
"H_GENERAL","O-","189","1"
"H_GENERAL","O-","190","1"
"H_GENERAL","O-","191","2"
"H_GENERAL","O-","192","2"
"H_GENERAL","O-","193","1"
"H_GENERAL","O-","194","1"
"H_GENERAL","O-","195","1"
"H_GENERAL","O-","196","1"
"H_GENERAL","O-","197","1"
"H_GENERAL","O-","198","1"
"H_GENERAL","O-","199","1"
"H_GENERAL","O-","200","1"
"H_GENERAL","O-","201","1"
"H_GENERAL","O-","202","1"
"H_GENERAL","O-","203","1"
"H_GENERAL","O-","204","1"
"H_GENERAL","O-","205","2"
"H_GENERAL","O-","206","2"
"H_GENERAL","O-","207","1"
"H_GENERAL","O-","208","1"
"H_GENERAL","O-","209","1"
"H_GENERAL","O-","210","1"
"H_GENERAL","O-","211","1"
"H_GENERAL","O-","212","1"
"H_GENERAL","O-","213","1"
"H_GENERAL","O-","214","1"
"H_GENERAL","O-","215","1"
"H_GENERAL","O-","216","1"
"H_GENERAL","O-","217","1"
"H_GENERAL","O-","218","1"
"H_GENERAL","O-","219","2"
"H_GENERAL","O-","220","2"
"H_GENERAL","O-","221","1"
"H_GENERAL","O-","222","1"
"H_GENERAL","O-","223","1"
"H_GENERAL","O-","224","1"
"H_GENERAL","O-","225","1"
"H_GENERAL","O-","226","1"
"H_GENERAL","O-","227","1"
"H_GENERAL","O-","228","1"
"H_GENERAL","O-","229","1"
"H_GENERAL","O-","230","1"
"H_GENERAL","O-","231","1"
"H_GENERAL","O-","232","1"
"H_GENERAL","O-","233","2"
"H_GENERAL","O-","234","2"
"H_GENERAL","O-","235","1"
"H_GENERAL","O-","236","1"
"H_GENERAL","O-","237","1"
"H_GENERAL","O-","238","1"
"H_GENERAL","O-","239","1"
"H_GENERAL","O-","240","1"
"H_GENERAL","O-","241","1"
"H_GENERAL","O-","242","1"
"H_GENERAL","O-","243","1"
"H_GENERAL","O-","244","1"
"H_GENERAL","O-","245","1"
"H_GENERAL","O-","246","1"
"H_GENERAL","O-","247","2"
"H_GENERAL","O-","248","2"
"H_GENERAL","O-","249","1"
"H_GENERAL","O-","250","1"
"H_GENERAL","O-","251","1"
"H_GENERAL","O-","252","1"
"H_GENERAL","O-","253","1"
"H_GENERAL","O-","254","1"
"H_GENERAL","O-","255","1"
"H_GENERAL","O-","256","1"
"H_GENERAL","O-","257","1"
"H_GENERAL","O-","258","1"
"H_GENERAL","O-","259","1"
"H_GENERAL","O-","260","1"
"H_GENERAL","O-","261","2"
"H_GENERAL","O-","262","2"
"H_GENERAL","O-","263","1"
"H_GENERAL","O-","264","1"
"H_GENERAL","O-","265","1"
"H_GENERAL","O-","266","1"
"H_GENERAL","O-","267","1"
"H_GENERAL","O-","268","1"
"H_GENERAL","O-","269","1"
"H_GENERAL","O-","270","1"
"H_GENERAL","O-","271","1"
"H_GENERAL","O-","272","1"
"H_GENERAL","O-","273","1"
"H_GENERAL","O-","274","1"
"H_GENERAL","O-","275","2"
"H_GENERAL","O-","276","2"
"H_GENERAL","O-","277","1"
"H_GENERAL","O-","278","1"
"H_GENERAL","O-","279","1"
"H_GENERAL","O-","280","1"
"H_GENERAL","O-","281","1"
"H_GENERAL","O-","282","1"
"H_GENERAL","O-","283","1"
"H_GENERAL","O-","284","1"
"H_GENERAL","O-","285","1"
"H_GENERAL","O-","286","1"
"H_GENERAL","O-","287","1"
"H_GENERAL","O-","288","1"
"H_GENERAL","O-","289","2"
"H_GENERAL","O-","290","2"
"H_GENERAL","O-","291","1"
"H_GENERAL","O-","292","1"
"H_GENERAL","O-","293","1"
"H_GENERAL","O-","294","1"
"H_GENERAL","O-","295","1"
"H_GENERAL","O-","296","1"
"H_GENERAL","O-","297","1"
"H_GENERAL","O-","298","1"
"H_GENERAL","O-","299","1"
"H_GENERAL","O-","300","1"
"H_GENERAL","O-","301","1"
"H_GENERAL","O-","302","1"
"H_GENERAL","O-","303","2"
"H_GENERAL","O-","304","2"
"H_GENERAL","O-","305","1"
"H_GENERAL","O-","306","1"
"H_GENERAL","O-","307","1"
"H_GENERAL","O-","308","1"
"H_GENERAL","O-","309","1"
"H_GENERAL","O-","310","1"
"H_GENERAL","O-","311","1"
"H_GENERAL","O-","312","1"
"H_GENERAL","O-","313","1"
"H_GENERAL","O-","314","1"
"H_GENERAL","O-","315","1"
"H_GENERAL","O-","316","1"
"H_GENERAL","O-","317","2"
"H_GENERAL","O-","318","2"
"H_GENERAL","O-","319","1"
"H_GENERAL","O-","320","1"
"H_GENERAL","O-","321","1"
"H_GENERAL","O-","322","1"
"H_GENERAL","O-","323","1"
"H_GENERAL","O-","324","1"
"H_GENERAL","O-","325","1"
"H_GENERAL","O-","326","1"
"H_GENERAL","O-","327","1"
"H_GENERAL","O-","328","1"
"H_GENERAL","O-","329","1"
"H_GENERAL","O-","330","1"
"H_GENERAL","O-","331","2"
"H_GENERAL","O-","332","2"
"H_GENERAL","O-","333","1"
"H_GENERAL","O-","334","1"
"H_GENERAL","O-","335","1"
"H_GENERAL","O-","336","1"
"H_GENERAL","O-","337","1"
"H_GENERAL","O-","338","1"
"H_GENERAL","O-","339","1"
"H_GENERAL","O-","340","1"
"H_GENERAL","O-","341","1"
"H_GENERAL","O-","342","1"
"H_GENERAL","O-","343","1"
"H_GENERAL","O-","344","1"
"H_GENERAL","O-","345","2"
"H_GENERAL","O-","346","2"
"H_GENERAL","O-","347","1"
"H_GENERAL","O-","348","1"
"H_GENERAL","O-","349","1"
"H_GENERAL","O-","350","1"
"H_GENERAL","O-","351","1"
"H_GENERAL","O-","352","1"
"H_GENERAL","O-","353","1"
"H_GENERAL","O-","354","1"
"H_GENERAL","O-","355","1"
"H_GENERAL","O-","356","1"
"H_GENERAL","O-","357","1"
"H_GENERAL","O-","358","1"
"H_GENERAL","O-","359","2"
"H_GENERAL","O-","360","2"
"H_GENERAL","O-","361","1"
"H_GENERAL","O-","362","1"
"H_GENERAL","O-","363","1"
"H_GENERAL","O-","364","1"
"H_GENERAL","O-","365","1"
"H_GENERAL","O+","1","7"
"H_GENERAL","O+","2","7"
"H_GENERAL","O+","3","7"
"H_GENERAL","O+","4","7"
"H_GENERAL","O+","5","7"
"H_GENERAL","O+","6","7"
"H_GENERAL","O+","7","7"
"H_GENERAL","O+","8","7"
"H_GENERAL","O+","9","10"
"H_GENERAL","O+","10","10"
"H_GENERAL","O+","11","7"
"H_GENERAL","O+","12","7"
"H_GENERAL","O+","13","7"
"H_GENERAL","O+","14","7"
"H_GENERAL","O+","15","7"
"H_GENERAL","O+","16","7"
"H_GENERAL","O+","17","7"
"H_GENERAL","O+","18","7"
"H_GENERAL","O+","19","7"
"H_GENERAL","O+","20","7"
"H_GENERAL","O+","21","7"
"H_GENERAL","O+","22","7"
"H_GENERAL","O+","23","10"
"H_GENERAL","O+","24","10"
"H_GENERAL","O+","25","7"
"H_GENERAL","O+","26","7"
"H_GENERAL","O+","27","7"
"H_GENERAL","O+","28","7"
"H_GENERAL","O+","29","7"
"H_GENERAL","O+","30","7"
"H_GENERAL","O+","31","7"
"H_GENERAL","O+","32","7"
"H_GENERAL","O+","33","7"
"H_GENERAL","O+","34","7"
"H_GENERAL","O+","35","7"
"H_GENERAL","O+","36","7"
"H_GENERAL","O+","37","10"
"H_GENERAL","O+","38","10"
"H_GENERAL","O+","39","7"
"H_GENERAL","O+","40","7"
"H_GENERAL","O+","41","7"
"H_GENERAL","O+","42","7"
"H_GENERAL","O+","43","7"
"H_GENERAL","O+","44","7"
"H_GENERAL","O+","45","7"
"H_GENERAL","O+","46","7"
"H_GENERAL","O+","47","7"
"H_GENERAL","O+","48","7"
"H_GENERAL","O+","49","7"
"H_GENERAL","O+","50","7"
"H_GENERAL","O+","51","10"
"H_GENERAL","O+","52","10"
"H_GENERAL","O+","53","7"
"H_GENERAL","O+","54","7"
"H_GENERAL","O+","55","7"
"H_GENERAL","O+","56","7"
"H_GENERAL","O+","57","7"
"H_GENERAL","O+","58","7"
"H_GENERAL","O+","59","7"
"H_GENERAL","O+","60","7"
"H_GENERAL","O+","61","7"
"H_GENERAL","O+","62","7"
"H_GENERAL","O+","63","7"
"H_GENERAL","O+","64","7"
"H_GENERAL","O+","65","10"
"H_GENERAL","O+","66","10"
"H_GENERAL","O+","67","7"
"H_GENERAL","O+","68","7"
"H_GENERAL","O+","69","7"
